State,District,Latitude,Longitude,Population,Male,Female,Literate,SC,ST,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains
West Bengal,Bankura,23.081280892857155,87.12640053571437,3596674,1838095,1758579,2232992,1174447,368690,3033581,290450,3865,386,260,2904
West Bengal,Bankura,23.081280892857155,87.12640053571437,3596674,1838095,1758579,2232992,1174447,368690,3033581,290450,3865,386,260,2904
West Bengal,Puruliya,23.254192328767108,86.3968532876713,2930115,1496996,1433119,1624905,567767,540652,2373120,227249,8646,622,209,3052
West Bengal,Puruliya,23.254192328767108,86.3968532876713,2930115,1496996,1433119,1624905,567767,540652,2373120,227249,8646,622,209,3052
West Bengal,Puruliya,23.254192328767108,86.3968532876713,2930115,1496996,1433119,1624905,567767,540652,2373120,227249,8646,622,209,3052
West Bengal,Haora,22.401674174428507,87.99421176968654,4850029,2500819,2349210,3605206,718951,15094,3535844,1270641,8666,4380,1258,9699
West Bengal,Haora,22.401674174428507,87.99421176968654,4850029,2500819,2349210,3605206,718951,15094,3535844,1270641,8666,4380,1258,9699
West Bengal,Haora,22.401674174428507,87.99421176968654,4850029,2500819,2349210,3605206,718951,15094,3535844,1270641,8666,4380,1258,9699
West Bengal,Kolkata,22.550581481481483,88.3527648148148,4496694,2356766,2139928,3588137,241932,10684,3440290,926414,39758,13849,4771,21178
West Bengal,Kolkata,22.550581481481483,88.3527648148148,4496694,2356766,2139928,3588137,241932,10684,3440290,926414,39758,13849,4771,21178
Jharkhand,Garhwa,24.082114689265527,83.68664265536722,1322784,683575,639209,653476,319946,205874,1104475,194680,17168,123,371,20
Jharkhand,Garhwa,24.082114689265527,83.68664265536722,1322784,683575,639209,653476,319946,205874,1104475,194680,17168,123,371,20
Jharkhand,Garhwa,24.082114689265527,83.68664265536722,1322784,683575,639209,653476,319946,205874,1104475,194680,17168,123,371,20
Jharkhand,Chatra,24.11619945750453,84.93295804701627,1042886,533935,508951,510061,340553,45563,903179,116710,6565,888,35,129
Jharkhand,Chatra,24.11619945750453,84.93295804701627,1042886,533935,508951,510061,340553,45563,903179,116710,6565,888,35,129
Jharkhand,Chatra,24.11619945750453,84.93295804701627,1042886,533935,508951,510061,340553,45563,903179,116710,6565,888,35,129
Jharkhand,Giridih,24.30578509874329,86.08710915619386,2445474,1258098,1187376,1253475,325493,238188,1856202,508586,14645,937,650,1503
Jharkhand,Giridih,24.30578509874329,86.08710915619386,2445474,1258098,1187376,1253475,325493,238188,1856202,508586,14645,937,650,1503
Jharkhand,Giridih,24.30578509874329,86.08710915619386,2445474,1258098,1187376,1253475,325493,238188,1856202,508586,14645,937,650,1503
Jharkhand,Deoghar,24.33070100755672,86.75697632241814,1492073,775022,717051,793538,190036,180962,1165140,302626,6027,143,188,282
Jharkhand,Deoghar,24.33070100755672,86.75697632241814,1492073,775022,717051,793538,190036,180962,1165140,302626,6027,143,188,282
Jharkhand,Deoghar,24.33070100755672,86.75697632241814,1492073,775022,717051,793538,190036,180962,1165140,302626,6027,143,188,282
Jharkhand,Godda,24.8189,87.2941735483871,1313551,677927,635624,604519,115567,279208,937126,289182,37795,97,128,115
Jharkhand,Godda,24.8189,87.2941735483871,1313551,677927,635624,604519,115567,279208,937126,289182,37795,97,128,115
Jharkhand,Godda,24.8189,87.2941735483871,1313551,677927,635624,604519,115567,279208,937126,289182,37795,97,128,115
Jharkhand,Sahibganj,24.93667989690721,87.68264097938142,1150567,589391,561176,483263,72341,308343,628044,398243,83208,198,245,125
Jharkhand,Sahibganj,24.93667989690721,87.68264097938142,1150567,589391,561176,483263,72341,308343,628044,398243,83208,198,245,125
Jharkhand,Sahibganj,24.93667989690721,87.68264097938142,1150567,589391,561176,483263,72341,308343,628044,398243,83208,198,245,125
Jharkhand,Pakur,24.57260428082189,87.69691969178076,900422,452661,447761,352881,28469,379054,410127,322963,75865,356,283,222
Jharkhand,Pakur,24.57260428082189,87.69691969178076,900422,452661,447761,352881,28469,379054,410127,322963,75865,356,283,222
Jharkhand,Pakur,24.57260428082189,87.69691969178076,900422,452661,447761,352881,28469,379054,410127,322963,75865,356,283,222
Jharkhand,Dhanbad,23.854509090909097,86.40372924901185,2684487,1405956,1278531,1722204,437309,233119,2149480,431762,11243,9727,331,1268
Jharkhand,Dhanbad,23.854509090909097,86.40372924901185,2684487,1405956,1278531,1722204,437309,233119,2149480,431762,11243,9727,331,1268
Jharkhand,Dhanbad,23.854509090909097,86.40372924901185,2684487,1405956,1278531,1722204,437309,233119,2149480,431762,11243,9727,331,1268
Jharkhand,Bokaro,23.6814965034965,85.98398374125864,2062330,1072807,989523,1273520,299227,255626,1636460,241451,13730,4174,1890,2045
Jharkhand,Bokaro,23.6814965034965,85.98398374125864,2062330,1072807,989523,1273520,299227,255626,1636460,241451,13730,4174,1890,2045
Jharkhand,Bokaro,23.6814965034965,85.98398374125864,2062330,1072807,989523,1273520,299227,255626,1636460,241451,13730,4174,1890,2045
Jharkhand,Lohardaga,23.488796043165483,84.6605169064748,461790,232629,229161,259707,15330,262734,112378,95012,16770,51,33,15
Jharkhand,Lohardaga,23.488796043165483,84.6605169064748,461790,232629,229161,259707,15330,262734,112378,95012,16770,51,33,15
Jharkhand,Lohardaga,23.488796043165483,84.6605169064748,461790,232629,229161,259707,15330,262734,112378,95012,16770,51,33,15
Jharkhand,Palamu,24.196925968109337,84.20310842824594,1939869,1006302,933567,1024563,536382,181208,1683169,238295,6164,734,188,284
Jharkhand,Palamu,24.196925968109337,84.20310842824594,1939869,1006302,933567,1024563,536382,181208,1683169,238295,6164,734,188,284
Jharkhand,Palamu,24.196925968109337,84.20310842824594,1939869,1006302,933567,1024563,536382,181208,1683169,238295,6164,734,188,284
Jharkhand,Latehar,23.72511185840708,84.48298743362837,726978,369666,357312,350682,154910,331096,473049,69808,47653,120,128,16
Jharkhand,Latehar,23.72511185840708,84.48298743362837,726978,369666,357312,350682,154910,331096,473049,69808,47653,120,128,16
Jharkhand,Latehar,23.72511185840708,84.48298743362837,726978,369666,357312,350682,154910,331096,473049,69808,47653,120,128,16
Jharkhand,Dumka,24.275006125574265,87.27662450229711,1321442,668514,652928,672409,79614,571077,1044726,106865,86404,234,267,162
Jharkhand,Dumka,24.275006125574265,87.27662450229711,1321442,668514,652928,672409,79614,571077,1044726,106865,86404,234,267,162
Jharkhand,Dumka,24.275006125574265,87.27662450229711,1321442,668514,652928,672409,79614,571077,1044726,106865,86404,234,267,162
Jharkhand,Jamtara,23.97873318077801,86.95325080091534,791042,404830,386212,426312,72885,240489,550560,164406,4419,520,118,783
Jharkhand,Jamtara,23.97873318077801,86.95325080091534,791042,404830,386212,426312,72885,240489,550560,164406,4419,520,118,783
Jharkhand,Jamtara,23.97873318077801,86.95325080091534,791042,404830,386212,426312,72885,240489,550560,164406,4419,520,118,783
Jharkhand,Ranchi,23.184235061391547,85.31781937244203,2914253,1494937,1419316,1911433,152943,1042016,1612239,410759,193974,4826,932,2733
Jharkhand,Ranchi,23.184235061391547,85.31781937244203,2914253,1494937,1419316,1911433,152943,1042016,1612239,410759,193974,4826,932,2733
Jharkhand,Ranchi,23.184235061391547,85.31781937244203,2914253,1494937,1419316,1911433,152943,1042016,1612239,410759,193974,4826,932,2733
Jharkhand,Gumla,23.078532948929148,84.55056787479396,1025213,514390,510823,559720,32459,706754,309563,51429,202449,221,531,23
Jharkhand,Gumla,23.078532948929148,84.55056787479396,1025213,514390,510823,559720,32459,706754,309563,51429,202449,221,531,23
Jharkhand,Gumla,23.078532948929148,84.55056787479396,1025213,514390,510823,559720,32459,706754,309563,51429,202449,221,531,23
Jharkhand,Simdega,22.608760391198054,84.59193691931536,599578,300309,299269,343483,44674,424407,201524,15103,306601,51,753,114
Jharkhand,Simdega,22.608760391198054,84.59193691931536,599578,300309,299269,343483,44674,424407,201524,15103,306601,51,753,114
Jharkhand,Simdega,22.608760391198054,84.59193691931536,599578,300309,299269,343483,44674,424407,201524,15103,306601,51,753,114
Orissa,Jharsuguda,21.827058566978184,83.93581682242987,579505,296690,282815,405879,104620,176758,553587,12783,10462,1441,80,70
Orissa,Jharsuguda,21.827058566978184,83.93581682242987,579505,296690,282815,405879,104620,176758,553587,12783,10462,1441,80,70
Orissa,Jharsuguda,21.827058566978184,83.93581682242987,579505,296690,282815,405879,104620,176758,553587,12783,10462,1441,80,70
Orissa,Sambalpur,21.515752380952385,84.34958483245157,1041099,526877,514222,703691,191827,355261,964188,20120,50637,2506,310,86
Orissa,Sambalpur,21.515752380952385,84.34958483245157,1041099,526877,514222,703691,191827,355261,964188,20120,50637,2506,310,86
Orissa,Sambalpur,21.515752380952385,84.34958483245157,1041099,526877,514222,703691,191827,355261,964188,20120,50637,2506,310,86
Orissa,Sundargarh,22.06354819277107,84.50524819277099,2093437,1061147,1032290,1342322,191660,1062349,1532352,71391,385011,5713,710,721
Orissa,Sundargarh,22.06354819277107,84.50524819277099,2093437,1061147,1032290,1342322,191660,1062349,1532352,71391,385011,5713,710,721
Orissa,Sundargarh,22.06354819277107,84.50524819277099,2093437,1061147,1032290,1342322,191660,1062349,1532352,71391,385011,5713,710,721
Orissa,Mayurbhanj,21.897621545157754,86.4030408052231,2519738,1256213,1263525,1369397,184682,1479576,2113079,33706,15008,661,162,109
Orissa,Mayurbhanj,21.897621545157754,86.4030408052231,2519738,1256213,1263525,1369397,184682,1479576,2113079,33706,15008,661,162,109
Orissa,Mayurbhanj,21.897621545157754,86.4030408052231,2519738,1256213,1263525,1369397,184682,1479576,2113079,33706,15008,661,162,109
Orissa,Baleshwar,21.48570932311624,87.08085828011933,2320529,1185787,1134742,1621232,478586,275678,2197709,94254,6434,237,111,201
Orissa,Baleshwar,21.48570932311624,87.08085828011933,2320529,1185787,1134742,1621232,478586,275678,2197709,94254,6434,237,111,201
Orissa,Baleshwar,21.48570932311624,87.08085828011933,2320529,1185787,1134742,1621232,478586,275678,2197709,94254,6434,237,111,201
Orissa,Bhadrak,20.95262735257214,86.81496204516931,1506337,760260,746077,1094140,334896,30428,1398543,104202,745,169,81,111
Orissa,Bhadrak,20.95262735257214,86.81496204516931,1506337,760260,746077,1094140,334896,30428,1398543,104202,745,169,81,111
Orissa,Bhadrak,20.95262735257214,86.81496204516931,1506337,760260,746077,1094140,334896,30428,1398543,104202,745,169,81,111
Orissa,Kendrapara,20.606319815982264,86.83763247572003,1440361,717814,722547,1089265,309780,9484,1386792,50247,1423,169,62,52
Orissa,Kendrapara,20.606319815982264,86.83763247572003,1440361,717814,722547,1089265,309780,9484,1386792,50247,1423,169,62,52
Orissa,Kendrapara,20.606319815982264,86.83763247572003,1440361,717814,722547,1089265,309780,9484,1386792,50247,1423,169,62,52
Orissa,Cuttack,20.407640646029623,85.7776810228802,2624470,1352760,1271710,2011469,498633,93745,2457729,141263,11985,1026,6276,1180
Orissa,Cuttack,20.407640646029623,85.7776810228802,2624470,1352760,1271710,2011469,498633,93745,2457729,141263,11985,1026,6276,1180
Orissa,Cuttack,20.407640646029623,85.7776810228802,2624470,1352760,1271710,2011469,498633,93745,2457729,141263,11985,1026,6276,1180
Orissa,Dhenkanal,20.79887159353349,85.53226836027711,1192811,612593,580218,829910,234079,162056,1185542,4805,727,124,366,39
Orissa,Dhenkanal,20.79887159353349,85.53226836027711,1192811,612593,580218,829910,234079,162056,1185542,4805,727,124,366,39
Orissa,Dhenkanal,20.79887159353349,85.53226836027711,1192811,612593,580218,829910,234079,162056,1185542,4805,727,124,366,39
Orissa,Nayagarh,20.192895622119817,85.05614700460825,962789,502636,460153,688362,136399,58691,955754,5278,383,107,33,24
Orissa,Nayagarh,20.192895622119817,85.05614700460825,962789,502636,460153,688362,136399,58691,955754,5278,383,107,33,24
Orissa,Nayagarh,20.192895622119817,85.05614700460825,962789,502636,460153,688362,136399,58691,955754,5278,383,107,33,24
Orissa,Khordha,20.054162322274863,85.52234834123229,2251673,1167137,1084536,1749936,297472,115051,2147632,84060,12527,1264,475,476
Orissa,Khordha,20.054162322274863,85.52234834123229,2251673,1167137,1084536,1749936,297472,115051,2147632,84060,12527,1264,475,476
Orissa,Khordha,20.054162322274863,85.52234834123229,2251673,1167137,1084536,1749936,297472,115051,2147632,84060,12527,1264,475,476
Orissa,Puri,19.83509174603177,85.86698989898981,1698730,865380,833350,1291939,325133,6129,1644905,46094,4239,193,243,94
Orissa,Puri,19.83509174603177,85.86698989898981,1698730,865380,833350,1291939,325133,6129,1644905,46094,4239,193,243,94
Orissa,Puri,19.83509174603177,85.86698989898981,1698730,865380,833350,1291939,325133,6129,1644905,46094,4239,193,243,94
Orissa,Ganjam,19.2632617564534,84.80297710437702,3529031,1779218,1749813,2210050,688235,118928,3486059,13315,23975,590,174,170
Orissa,Ganjam,19.2632617564534,84.80297710437702,3529031,1779218,1749813,2210050,688235,118928,3486059,13315,23975,590,174,170
Orissa,Ganjam,19.2632617564534,84.80297710437702,3529031,1779218,1749813,2210050,688235,118928,3486059,13315,23975,590,174,170
Orissa,Gajapati,19.121080882352945,84.14015091911759,577817,282882,294935,262537,39175,313714,353160,1556,219482,53,2180,66
Orissa,Gajapati,19.121080882352945,84.14015091911759,577817,282882,294935,262537,39175,313714,353160,1556,219482,53,2180,66
Orissa,Gajapati,19.121080882352945,84.14015091911759,577817,282882,294935,262537,39175,313714,353160,1556,219482,53,2180,66
Orissa,Kandhamal,20.092878624813142,84.02216352765326,733110,359945,373165,399786,115544,392820,580300,2138,148895,82,290,47
Orissa,Kandhamal,20.092878624813142,84.02216352765326,733110,359945,373165,399786,115544,392820,580300,2138,148895,82,290,47
Orissa,Kandhamal,20.092878624813142,84.02216352765326,733110,359945,373165,399786,115544,392820,580300,2138,148895,82,290,47
Orissa,Nuapada,20.47130951219512,82.59152536585364,610382,301962,308420,299383,82159,206327,601092,4952,1778,724,76,905
Orissa,Nuapada,20.47130951219512,82.59152536585364,610382,301962,308420,299383,82159,206327,601092,4952,1778,724,76,905
Orissa,Nuapada,20.47130951219512,82.59152536585364,610382,301962,308420,299383,82159,206327,601092,4952,1778,724,76,905
Orissa,Kalahandi,19.784253092783523,83.1124043814433,1576869,787101,789768,802036,286580,449456,1555367,4975,11160,796,175,1225
Orissa,Kalahandi,19.784253092783523,83.1124043814433,1576869,787101,789768,802036,286580,449456,1555367,4975,11160,796,175,1225
Orissa,Kalahandi,19.784253092783523,83.1124043814433,1576869,787101,789768,802036,286580,449456,1555367,4975,11160,796,175,1225
Orissa,Rayagada,19.292840020060204,83.45860120361095,967911,471960,495951,407735,139514,541905,874445,4607,84916,219,249,123
Orissa,Rayagada,19.292840020060204,83.45860120361095,967911,471960,495951,407735,139514,541905,874445,4607,84916,219,249,123
Orissa,Rayagada,19.292840020060204,83.45860120361095,967911,471960,495951,407735,139514,541905,874445,4607,84916,219,249,123
Orissa,Koraput,18.82627794779476,82.81278469846964,1379647,678809,700838,568090,196540,697583,1294151,8850,68550,518,219,491
Orissa,Koraput,18.82627794779476,82.81278469846964,1379647,678809,700838,568090,196540,697583,1294151,8850,68550,518,219,491
Orissa,Koraput,18.82627794779476,82.81278469846964,1379647,678809,700838,568090,196540,697583,1294151,8850,68550,518,219,491
Orissa,Malkangiri,18.25227930367506,81.98293636363628,613192,303624,309568,244706,138295,354614,600219,1871,10039,213,43,195
Orissa,Malkangiri,18.25227930367506,81.98293636363628,613192,303624,309568,244706,138295,354614,600219,1871,10039,213,43,195
Orissa,Malkangiri,18.25227930367506,81.98293636363628,613192,303624,309568,244706,138295,354614,600219,1871,10039,213,43,195
Chhattisgarh,Koriya,23.50412776859501,82.12515636363635,658917,334737,324180,397823,54776,304280,604259,25878,9398,1391,84,1155
Chhattisgarh,Koriya,23.50412776859501,82.12515636363635,658917,334737,324180,397823,54776,304280,604259,25878,9398,1391,84,1155
Chhattisgarh,Koriya,23.50412776859501,82.12515636363635,658917,334737,324180,397823,54776,304280,604259,25878,9398,1391,84,1155
Chhattisgarh,Surguja,23.32719278728607,83.23582493887531,2359886,1193129,1166757,1187941,115652,1300628,2126195,81442,97432,2303,1287,623
Chhattisgarh,Surguja,23.32719278728607,83.23582493887531,2359886,1193129,1166757,1187941,115652,1300628,2126195,81442,97432,2303,1287,623
Chhattisgarh,Surguja,23.32719278728607,83.23582493887531,2359886,1193129,1166757,1187941,115652,1300628,2126195,81442,97432,2303,1287,623
Chhattisgarh,Jashpur,22.77286167664669,83.8703962075848,851669,424747,426922,495415,48844,530378,629509,15336,189588,474,467,694
Chhattisgarh,Jashpur,22.77286167664669,83.8703962075848,851669,424747,426922,495415,48844,530378,629509,15336,189588,474,467,694
Chhattisgarh,Jashpur,22.77286167664669,83.8703962075848,851669,424747,426922,495415,48844,530378,629509,15336,189588,474,467,694
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,1493984,750278,743706,951639,224942,505609,1422986,17332,47653,2117,781,409
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,1493984,750278,743706,951639,224942,505609,1422986,17332,47653,2117,781,409
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,1493984,750278,743706,951639,224942,505609,1422986,17332,47653,2117,781,409
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,1493984,750278,743706,951639,224942,505609,1422986,17332,47653,2117,781,409
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,1493984,750278,743706,951639,224942,505609,1422986,17332,47653,2117,781,409
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,1493984,750278,743706,951639,224942,505609,1422986,17332,47653,2117,781,409
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,1493984,750278,743706,951639,224942,505609,1422986,17332,47653,2117,781,409
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,1493984,750278,743706,951639,224942,505609,1422986,17332,47653,2117,781,409
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,1493984,750278,743706,951639,224942,505609,1422986,17332,47653,2117,781,409
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,1493984,750278,743706,951639,224942,505609,1422986,17332,47653,2117,781,409
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,1493984,750278,743706,951639,224942,505609,1422986,17332,47653,2117,781,409
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,1493984,750278,743706,951639,224942,505609,1422986,17332,47653,2117,781,409
Chhattisgarh,Korba,22.491712499999995,82.57604326923074,1206640,612915,593725,748759,124679,493559,1133176,30195,21059,3666,897,753
Chhattisgarh,Korba,22.491712499999995,82.57604326923074,1206640,612915,593725,748759,124679,493559,1133176,30195,21059,3666,897,753
Chhattisgarh,Korba,22.491712499999995,82.57604326923074,1206640,612915,593725,748759,124679,493559,1133176,30195,21059,3666,897,753
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,2663629,1351574,1312055,1596560,552992,498469,2540763,57973,20745,6373,2979,2357
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,2663629,1351574,1312055,1596560,552992,498469,2540763,57973,20745,6373,2979,2357
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,2663629,1351574,1312055,1596560,552992,498469,2540763,57973,20745,6373,2979,2357
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,2663629,1351574,1312055,1596560,552992,498469,2540763,57973,20745,6373,2979,2357
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,2663629,1351574,1312055,1596560,552992,498469,2540763,57973,20745,6373,2979,2357
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,2663629,1351574,1312055,1596560,552992,498469,2540763,57973,20745,6373,2979,2357
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,2663629,1351574,1312055,1596560,552992,498469,2540763,57973,20745,6373,2979,2357
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,2663629,1351574,1312055,1596560,552992,498469,2540763,57973,20745,6373,2979,2357
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,2663629,1351574,1312055,1596560,552992,498469,2540763,57973,20745,6373,2979,2357
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,2663629,1351574,1312055,1596560,552992,498469,2540763,57973,20745,6373,2979,2357
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,2663629,1351574,1312055,1596560,552992,498469,2540763,57973,20745,6373,2979,2357
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,2663629,1351574,1312055,1596560,552992,498469,2540763,57973,20745,6373,2979,2357
Chhattisgarh,Durg,21.194463849287164,81.33181639511197,3343872,1682101,1661771,2303378,458040,397416,3129745,83499,24304,24276,19587,17209
Chhattisgarh,Durg,21.194463849287164,81.33181639511197,3343872,1682101,1661771,2303378,458040,397416,3129745,83499,24304,24276,19587,17209
Chhattisgarh,Durg,21.194463849287164,81.33181639511197,3343872,1682101,1661771,2303378,458040,397416,3129745,83499,24304,24276,19587,17209
Chhattisgarh,Raipur,20.88603153846152,82.20032759615388,4063872,2048186,2015686,2629749,724250,476446,3881485,103038,23181,16707,8397,17137
Chhattisgarh,Raipur,20.88603153846152,82.20032759615388,4063872,2048186,2015686,2629749,724250,476446,3881485,103038,23181,16707,8397,17137
Chhattisgarh,Raipur,20.88603153846152,82.20032759615388,4063872,2048186,2015686,2629749,724250,476446,3881485,103038,23181,16707,8397,17137
Chhattisgarh,Mahasamund,21.223727037773354,82.65925427435384,1032754,511967,520787,637963,139581,279896,1008061,12570,5284,2941,521,1495
Chhattisgarh,Mahasamund,21.223727037773354,82.65925427435384,1032754,511967,520787,637963,139581,279896,1008061,12570,5284,2941,521,1495
Chhattisgarh,Mahasamund,21.223727037773354,82.65925427435384,1032754,511967,520787,637963,139581,279896,1008061,12570,5284,2941,521,1495
Chhattisgarh,Dhamtari,20.554912627291245,81.7569195519348,799781,397897,401884,546833,58581,207633,777188,10425,2644,1196,667,3612
Chhattisgarh,Dhamtari,20.554912627291245,81.7569195519348,799781,397897,401884,546833,58581,207633,777188,10425,2644,1196,667,3612
Chhattisgarh,Dhamtari,20.554912627291245,81.7569195519348,799781,397897,401884,546833,58581,207633,777188,10425,2644,1196,667,3612
Chhattisgarh,Bastar,19.393866751269048,81.52895126903546,1413199,698487,714712,650863,37963,931780,1277975,12413,27951,2099,985,3466
Chhattisgarh,Bastar,19.393866751269048,81.52895126903546,1413199,698487,714712,650863,37963,931780,1277975,12413,27951,2099,985,3466
Chhattisgarh,Bastar,19.393866751269048,81.52895126903546,1413199,698487,714712,650863,37963,931780,1277975,12413,27951,2099,985,3466
Karnataka,Bijapur,16.84015316666667,75.95909166666665,255230,128663,126567,86919,10122,204189,245151,1617,2709,68,1649,15
Karnataka,Bijapur,16.84015316666667,75.95909166666665,255230,128663,126567,86919,10122,204189,245151,1617,2709,68,1649,15
Karnataka,Bijapur,16.84015316666667,75.95909166666665,255230,128663,126567,86919,10122,204189,245151,1617,2709,68,1649,15
Karnataka,Bijapur,16.84015316666667,75.95909166666665,255230,128663,126567,86919,10122,204189,245151,1617,2709,68,1649,15
Karnataka,Bijapur,16.84015316666667,75.95909166666665,255230,128663,126567,86919,10122,204189,245151,1617,2709,68,1649,15
Karnataka,Bijapur,16.84015316666667,75.95909166666665,255230,128663,126567,86919,10122,204189,245151,1617,2709,68,1649,15
Madhya Pradesh,Sheopur,25.78014810996563,77.16911116838484,687861,361784,326077,328025,108391,161448,638702,41396,230,6387,201,379
Madhya Pradesh,Sheopur,25.78014810996563,77.16911116838484,687861,361784,326077,328025,108391,161448,638702,41396,230,6387,201,379
Madhya Pradesh,Sheopur,25.78014810996563,77.16911116838484,687861,361784,326077,328025,108391,161448,638702,41396,230,6387,201,379
Madhya Pradesh,Morena,26.37313504531724,77.88447341389724,1965970,1068417,897553,1179685,421519,17030,1875495,76159,1092,557,3234,6681
Madhya Pradesh,Morena,26.37313504531724,77.88447341389724,1965970,1068417,897553,1179685,421519,17030,1875495,76159,1092,557,3234,6681
Madhya Pradesh,Morena,26.37313504531724,77.88447341389724,1965970,1068417,897553,1179685,421519,17030,1875495,76159,1092,557,3234,6681
Madhya Pradesh,Bhind,26.35951126187245,78.7618324287653,1703005,926843,776162,1094917,374799,6131,1595400,66776,973,4047,12215,19950
Madhya Pradesh,Bhind,26.35951126187245,78.7618324287653,1703005,926843,776162,1094917,374799,6131,1595400,66776,973,4047,12215,19950
Madhya Pradesh,Bhind,26.35951126187245,78.7618324287653,1703005,926843,776162,1094917,374799,6131,1595400,66776,973,4047,12215,19950
Madhya Pradesh,Gwalior,26.04074441964285,78.12782433035713,2032036,1090327,941709,1357210,393068,72133,1835299,141735,4119,24790,4361,18058
Madhya Pradesh,Gwalior,26.04074441964285,78.12782433035713,2032036,1090327,941709,1357210,393068,72133,1835299,141735,4119,24790,4361,18058
Madhya Pradesh,Gwalior,26.04074441964285,78.12782433035713,2032036,1090327,941709,1357210,393068,72133,1835299,141735,4119,24790,4361,18058
Madhya Pradesh,Datia,25.90226439560441,78.63916571428574,786754,420157,366597,491445,200270,15061,747693,28483,683,490,7923,453
Madhya Pradesh,Datia,25.90226439560441,78.63916571428574,786754,420157,366597,491445,200270,15061,747693,28483,683,490,7923,453
Madhya Pradesh,Datia,25.90226439560441,78.63916571428574,786754,420157,366597,491445,200270,15061,747693,28483,683,490,7923,453
Madhya Pradesh,Shivpuri,25.37802451874367,77.74861600810549,1726050,919795,806255,900846,321515,227802,1648749,51200,1117,7151,3421,12171
Madhya Pradesh,Shivpuri,25.37802451874367,77.74861600810549,1726050,919795,806255,900846,321515,227802,1648749,51200,1117,7151,3421,12171
Madhya Pradesh,Shivpuri,25.37802451874367,77.74861600810549,1726050,919795,806255,900846,321515,227802,1648749,51200,1117,7151,3421,12171
Madhya Pradesh,Tikamgarh,25.14099852104666,78.89357064846428,1445166,760355,684811,747940,361604,67857,1383475,44143,588,251,109,15569
Madhya Pradesh,Tikamgarh,25.14099852104666,78.89357064846428,1445166,760355,684811,747940,361604,67857,1383475,44143,588,251,109,15569
Madhya Pradesh,Tikamgarh,25.14099852104666,78.89357064846428,1445166,760355,684811,747940,361604,67857,1383475,44143,588,251,109,15569
Madhya Pradesh,Chhatarpur,24.813637376460004,79.56449299191374,1762375,936121,826254,943033,405313,73597,1676918,70351,1980,968,250,10409
Madhya Pradesh,Chhatarpur,24.813637376460004,79.56449299191374,1762375,936121,826254,943033,405313,73597,1676918,70351,1980,968,250,10409
Madhya Pradesh,Chhatarpur,24.813637376460004,79.56449299191374,1762375,936121,826254,943033,405313,73597,1676918,70351,1980,968,250,10409
Madhya Pradesh,Panna,24.451325840092657,80.21133001158752,1016520,533480,483040,552559,207990,170879,974748,35214,418,186,37,4734
Madhya Pradesh,Panna,24.451325840092657,80.21133001158752,1016520,533480,483040,552559,207990,170879,974748,35214,418,186,37,4734
Madhya Pradesh,Panna,24.451325840092657,80.21133001158752,1016520,533480,483040,552559,207990,170879,974748,35214,418,186,37,4734
Madhya Pradesh,Sagar,23.800318709677374,78.71940357771273,2378458,1256257,1122201,1545719,501630,221936,2198297,103480,5580,4146,991,62992
Madhya Pradesh,Sagar,23.800318709677374,78.71940357771273,2378458,1256257,1122201,1545719,501630,221936,2198297,103480,5580,4146,991,62992
Madhya Pradesh,Sagar,23.800318709677374,78.71940357771273,2378458,1256257,1122201,1545719,501630,221936,2198297,103480,5580,4146,991,62992
Madhya Pradesh,Damoh,23.76624407960196,79.47049303482588,1264219,661873,602346,747715,246337,166295,1186420,47966,1681,1096,119,25005
Madhya Pradesh,Damoh,23.76624407960196,79.47049303482588,1264219,661873,602346,747715,246337,166295,1186420,47966,1681,1096,119,25005
Madhya Pradesh,Damoh,23.76624407960196,79.47049303482588,1264219,661873,602346,747715,246337,166295,1186420,47966,1681,1096,119,25005
Madhya Pradesh,Satna,24.62777621776502,80.75547048710598,2228935,1157495,1071440,1371781,398569,319975,2158623,59471,2228,1163,364,3135
